http://www.wikidata.org/prop/P10,http://www.wikidata.org/prop/P105,http://www.wikidata.org/prop/P106,http://www.wikidata.org/prop/P1071,http://www.wikidata.org/prop/P123,http://www.wikidata.org/prop/P1269,http://www.wikidata.org/prop/P127,http://www.wikidata.org/prop/P131,http://www.wikidata.org/prop/P1343,http://www.wikidata.org/prop/P1348,http://www.wikidata.org/prop/P138,http://www.wikidata.org/prop/P1389,http://www.wikidata.org/prop/P141,http://www.wikidata.org/prop/P1412,http://www.wikidata.org/prop/P1419,http://www.wikidata.org/prop/P1421,http://www.wikidata.org/prop/P144,http://www.wikidata.org/prop/P1476,http://www.wikidata.org/prop/P1535,http://www.wikidata.org/prop/P1552,http://www.wikidata.org/prop/P1582,http://www.wikidata.org/prop/P159,http://www.wikidata.org/prop/P1659,http://www.wikidata.org/prop/P166,http://www.wikidata.org/prop/P1672,http://www.wikidata.org/prop/P17,http://www.wikidata.org/prop/P170,http://www.wikidata.org/prop/P1705,http://www.wikidata.org/prop/P1709,http://www.wikidata.org/prop/P171,http://www.wikidata.org/prop/P176,http://www.wikidata.org/prop/P18,http://www.wikidata.org/prop/P1813,http://www.wikidata.org/prop/P1814,http://www.wikidata.org/prop/P1843,http://www.wikidata.org/prop/P186,http://www.wikidata.org/prop/P1889,http://www.wikidata.org/prop/P189,http://www.wikidata.org/prop/P19,http://www.wikidata.org/prop/P1942,http://www.wikidata.org/prop/P1987,http://www.wikidata.org/prop/P2001,http://www.wikidata.org/prop/P2012,http://www.wikidata.org/prop/P2067,http://www.wikidata.org/prop/P2079,http://www.wikidata.org/prop/P2093,http://www.wikidata.org/prop/P21,http://www.wikidata.org/prop/P225,http://www.wikidata.org/prop/P2283,http://www.wikidata.org/prop/P2341,http://www.wikidata.org/prop/P2354,http://www.wikidata.org/prop/P2441,http://www.wikidata.org/prop/P2559,http://www.wikidata.org/prop/P2596,http://www.wikidata.org/prop/P2647,http://www.wikidata.org/prop/P2670,http://www.wikidata.org/prop/P27,http://www.wikidata.org/prop/P2713,http://www.wikidata.org/prop/P276,http://www.wikidata.org/prop/P279,http://www.wikidata.org/prop/P2868,http://www.wikidata.org/prop/P2888,http://www.wikidata.org/prop/P2919,http://www.wikidata.org/prop/P2959,http://www.wikidata.org/prop/P31,http://www.wikidata.org/prop/P3342,http://www.wikidata.org/prop/P361,http://www.wikidata.org/prop/P366,http://www.wikidata.org/prop/P373,http://www.wikidata.org/prop/P3780,http://www.wikidata.org/prop/P3781,http://www.wikidata.org/prop/P4000,http://www.wikidata.org/prop/P407,http://www.wikidata.org/prop/P421,http://www.wikidata.org/prop/P427,http://www.wikidata.org/prop/P443,http://www.wikidata.org/prop/P4543,http://www.wikidata.org/prop/P460,http://www.wikidata.org/prop/P462,http://www.wikidata.org/prop/P487,http://www.wikidata.org/prop/P495,http://www.wikidata.org/prop/P5008,http://www.wikidata.org/prop/P5137,http://www.wikidata.org/prop/P527,http://www.wikidata.org/prop/P5471,http://www.wikidata.org/prop/P566,http://www.wikidata.org/prop/P569,http://www.wikidata.org/prop/P571,http://www.wikidata.org/prop/P575,http://www.wikidata.org/prop/P577,http://www.wikidata.org/prop/P580,http://www.wikidata.org/prop/P5831,http://www.wikidata.org/prop/P61,http://www.wikidata.org/prop/P625,http://www.wikidata.org/prop/P627,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/prop/P7243,http://www.wikidata.org/prop/P737,http://www.wikidata.org/prop/P7767,http://www.wikidata.org/prop/P854,http://www.wikidata.org/prop/P856,http://www.wikidata.org/prop/P8687,http://www.wikidata.org/prop/P910,http://www.wikidata.org/prop/P9287,http://www.wikidata.org/prop/P931,http://www.wikidata.org/prop/P935,http://www.wikidata.org/prop/P973,http://www.wikidata.org/prop/P989,http://www.wikidata.org/prop/direct/P105,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/prop/direct/P1071,http://www.wikidata.org/prop/direct/P123,http://www.wikidata.org/prop/direct/P1269,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/prop/direct/P1389,http://www.wikidata.org/prop/direct/P141,http://www.wikidata.org/prop/direct/P1412,http://www.wikidata.org/prop/direct/P1419,http://www.wikidata.org/prop/direct/P144,http://www.wikidata.org/prop/direct/P1535,http://www.wikidata.org/prop/direct/P1552,http://www.wikidata.org/prop/direct/P1582,http://www.wikidata.org/prop/direct/P159,http://www.wikidata.org/prop/direct/P1659,http://www.wikidata.org/prop/direct/P166,http://www.wikidata.org/prop/direct/P1672,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/prop/direct/P171,http://www.wikidata.org/prop/direct/P176,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/prop/direct/P1889,http://www.wikidata.org/prop/direct/P189,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/prop/direct/P2012,http://www.wikidata.org/prop/direct/P2079,http://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/prop/direct/P2283,http://www.wikidata.org/prop/direct/P2341,http://www.wikidata.org/prop/direct/P2354,http://www.wikidata.org/prop/direct/P2596,http://www.wikidata.org/prop/direct/P2647,http://www.wikidata.org/prop/direct/P2670,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/prop/direct/P279,http://www.wikidata.org/prop/direct/P2868,http://www.wikidata.org/prop/direct/P2959,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P3342,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P366,http://www.wikidata.org/prop/direct/P3780,http://www.wikidata.org/prop/direct/P3781,http://www.wikidata.org/prop/direct/P4000,http://www.wikidata.org/prop/direct/P407,http://www.wikidata.org/prop/direct/P421,http://www.wikidata.org/prop/direct/P427,http://www.wikidata.org/prop/direct/P4543,http://www.wikidata.org/prop/direct/P460,http://www.wikidata.org/prop/direct/P462,http://www.wikidata.org/prop/direct/P495,http://www.wikidata.org/prop/direct/P5008,http://www.wikidata.org/prop/direct/P5137,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/prop/direct/P566,http://www.wikidata.org/prop/direct/P61,http://www.wikidata.org/prop/direct/P737,http://www.wikidata.org/prop/direct/P7767,http://www.wikidata.org/prop/direct/P910,http://www.wikidata.org/prop/direct/P931,Food
False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
